Year,Species,Stock,ESU,ER,Citation
1988,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,NA,NA
1989,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,NA,NA
1990,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,NA,NA
1991,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,NA,NA
1992,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,NA,NA
1993,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,NA,NA
1994,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,NA,NA
1995,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.394119908,2004 PSC chum Tech report
1996,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.264676263,2004 PSC chum Tech report
1997,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.043706915,2004 PSC chum Tech report
1998,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.053093297,2004 PSC chum Tech report
1999,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.19331491,2004 PSC chum Tech report
2000,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.142829755,2004 PSC chum Tech report
2001,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.044185957,2004 PSC chum Tech report
2002,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.214816111,2004 PSC chum Tech report
2003,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.220032064,2004 PSC chum Tech report
2004,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.287773254,2004 PSC chum Tech report
2005,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.345358322,2019 PSC Chum Tech post-season report
2006,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.286202965,2019 PSC Chum Tech post-season report
2007,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.065425181,2019 PSC Chum Tech post-season report
2008,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.296204528,2019 PSC Chum Tech post-season report
2009,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.230582524,2019 PSC Chum Tech post-season report
2010,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.205084668,2019 PSC Chum Tech post-season report
2011,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.403869767,2019 PSC Chum Tech post-season report
2012,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.312738838,2019 PSC Chum Tech post-season report
2013,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.457684703,2019 PSC Chum Tech post-season report
2014,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.464703425,2019 PSC Chum Tech post-season report
2015,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.280172324,2019 PSC Chum Tech post-season report
2016,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.081352756,2019 PSC Chum Tech post-season report
2017,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.339140104,2019 PSC Chum Tech post-season report
2018,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.305108451,2019 PSC Chum Tech post-season report
2019,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,0.255921343,2019 PSC Chum Tech post-season report
2020,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,NA,NA
2021,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,NA,NA
2022,Chum,Pacific Coast Chum_Grays_Harbor,Pacific Coast Chum,NA,NA
1974,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1975,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1976,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1977,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1978,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1979,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1980,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1981,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1982,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1983,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1984,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1985,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1986,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1987,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1988,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1989,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1990,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1991,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1992,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1993,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1994,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1995,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.105804396,2004 PSC chum Tech report
1996,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.110582693,2004 PSC chum Tech report
1997,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.024214353,2004 PSC chum Tech report
1998,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.151497771,2004 PSC chum Tech report
1999,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.06267515,2004 PSC chum Tech report
2000,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.148134749,2004 PSC chum Tech report
2001,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.445095909,2004 PSC chum Tech report
2002,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.352892759,2004 PSC chum Tech report
2003,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.444824877,2004 PSC chum Tech report
2004,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.465523702,2004 PSC chum Tech report
2005,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.57402744,2019 PSC Chum Tech post-season report
2006,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.350686952,2019 PSC Chum Tech post-season report
2007,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.015621463,2019 PSC Chum Tech post-season report
2008,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.267765032,2019 PSC Chum Tech post-season report
2009,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.269490942,2019 PSC Chum Tech post-season report
2010,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.056065316,2019 PSC Chum Tech post-season report
2011,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.04199322,2019 PSC Chum Tech post-season report
2012,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.381453927,2019 PSC Chum Tech post-season report
2013,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.093781744,2019 PSC Chum Tech post-season report
2014,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.124455014,2019 PSC Chum Tech post-season report
2015,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.068647961,2019 PSC Chum Tech post-season report
2016,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.066249005,2019 PSC Chum Tech post-season report
2017,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.027555398,2019 PSC Chum Tech post-season report
2018,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.069146883,2019 PSC Chum Tech post-season report
2019,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,0.067008898,2019 PSC Chum Tech post-season report
2020,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
2021,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
2022,Chum,Pacific Coast Chum_Willapa,Pacific Coast Chum,NA,NA
1974,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1975,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1976,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1977,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1978,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1979,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1980,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1981,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1982,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1983,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1984,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1985,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1986,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1987,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1988,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1989,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1990,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1991,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1992,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1993,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1994,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1995,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.448375566,2004 PSC chum Tech report
1996,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.432311692,2004 PSC chum Tech report
1997,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.342379495,2004 PSC chum Tech report
1998,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.369285191,2004 PSC chum Tech report
1999,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.303185501,2004 PSC chum Tech report
2000,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.549498672,2004 PSC chum Tech report
2001,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.666690052,2004 PSC chum Tech report
2002,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.664321155,2004 PSC chum Tech report
2003,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.56599397,2004 PSC chum Tech report
2004,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.653952747,2004 PSC chum Tech report
2005,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.668765576,2019 PSC Chum Tech post-season report
2006,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.607258297,2019 PSC Chum Tech post-season report
2007,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.644234082,2019 PSC Chum Tech post-season report
2008,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.671367092,2019 PSC Chum Tech post-season report
2009,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.562910086,2019 PSC Chum Tech post-season report
2010,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.677910843,2019 PSC Chum Tech post-season report
2011,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.673474097,2019 PSC Chum Tech post-season report
2012,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.688032345,2019 PSC Chum Tech post-season report
2013,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.688075258,2019 PSC Chum Tech post-season report
2014,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.659823156,2019 PSC Chum Tech post-season report
2015,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.681727451,2019 PSC Chum Tech post-season report
2016,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.582622459,2019 PSC Chum Tech post-season report
2017,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.692267133,2019 PSC Chum Tech post-season report
2018,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.601988266,2019 PSC Chum Tech post-season report
2019,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,0.488169913,2019 PSC Chum Tech post-season report
2020,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
2021,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
2022,Chum,Puget Sound-Strait of Georgia Chum_Center-South-Sound-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1974,Chum,Puget Sound-Strait of Georgia Chum_Hood_Canal-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1975,Chum,Puget Sound-Strait of Georgia Chum_Hood_Canal-fall,Puget Sound-Strait of Georgia Chum,NA,NA
1976,Chum,Puget Sound-Strait of Georgia Chum_Hood_Canal-fall,Puget Sound-Strait of Georgia Chum,NA,NA
